Homolog.gene.primaryIdentifier,Homolog.gene.organism.shortName,Homolog.ortholog_gene.primaryIdentifier,Homolog.ortholog_gene.organism.shortName,Homolog.relationship
Potri.018G026700,P. trichocarpa,AT4G35530,A. thaliana,one-to-one
Potri.018G026900,P. trichocarpa,AT2G25430,A. thaliana,many-to-many
Potri.018G026900,P. trichocarpa,AT4G32285,A. thaliana,many-to-many
Potri.018G027300,P. trichocarpa,AT4G32300,A. thaliana,many-to-one
Potri.018G027500,P. trichocarpa,AT2G25480,A. thaliana,many-to-many
Potri.018G027500,P. trichocarpa,AT4G32330,A. thaliana,many-to-many
Potri.018G027600,P. trichocarpa,AT1G30380,A. thaliana,many-to-one
Potri.018G027700,P. trichocarpa,AT2G25490,A. thaliana,many-to-one
Potri.018G028000,P. trichocarpa,AT5G11190,A. thaliana,many-to-many
Potri.018G028000,P. trichocarpa,AT5G25390,A. thaliana,many-to-many
Potri.018G028100,P. trichocarpa,AT3G49500,A. thaliana,many-to-one
Potri.018G028600,P. trichocarpa,AT5G11170,A. thaliana,many-to-one
Potri.018G028700,P. trichocarpa,AT4G35670,A. thaliana,many-to-many
Potri.018G028700,P. trichocarpa,AT5G27530,A. thaliana,many-to-many
Potri.018G028700,P. trichocarpa,AT5G44840,A. thaliana,many-to-many
Potri.018G028900,P. trichocarpa,AT2G25520,A. thaliana,many-to-many
Potri.018G028900,P. trichocarpa,AT4G32390,A. thaliana,many-to-many
Potri.018G028900,P. trichocarpa,AT5G11230,A. thaliana,many-to-many
Potri.018G028900,P. trichocarpa,AT5G25400,A. thaliana,many-to-many
Potri.018G029200,P. trichocarpa,AT4G32400,A. thaliana,many-to-one
Potri.018G029400,P. trichocarpa,AT4G32410,A. thaliana,many-to-one
Potri.018G029500,P. trichocarpa,AT5G11260,A. thaliana,many-to-one
Potri.018G029800,P. trichocarpa,AT4G31980,A. thaliana,many-to-one
Potri.018G029900,P. trichocarpa,AT5G25490,A. thaliana,many-to-one
Potri.018G030200,P. trichocarpa,AT1G52700,A. thaliana,many-to-many
Potri.018G030200,P. trichocarpa,AT3G15650,A. thaliana,many-to-many
Potri.018G030300,P. trichocarpa,AT4G32420,A. thaliana,many-to-one
Potri.018G030500,P. trichocarpa,AT4G32440,A. thaliana,many-to-one
Potri.018G031100,P. trichocarpa,AT4G32460,A. thaliana,many-to-many
Potri.018G031100,P. trichocarpa,AT5G11420,A. thaliana,many-to-many
Potri.018G031100,P. trichocarpa,AT5G25460,A. thaliana,many-to-many
Potri.018G031400,P. trichocarpa,AT5G25450,A. thaliana,many-to-one
Potri.018G031600,P. trichocarpa,AT2G25600,A. thaliana,many-to-many
Potri.018G031600,P. trichocarpa,AT4G32500,A. thaliana,many-to-many
Potri.018G031700,P. trichocarpa,AT1G15460,A. thaliana,many-to-many
Potri.018G031700,P. trichocarpa,AT1G74810,A. thaliana,many-to-many
Potri.018G031800,P. trichocarpa,AT5G11380,A. thaliana,many-to-one
Potri.018G032000,P. trichocarpa,AT1G52740,A. thaliana,many-to-one
Potri.018G032100,P. trichocarpa,AT1G52740,A. thaliana,many-to-one
Potri.018G032200,P. trichocarpa,AT2G26640,A. thaliana,many-to-one
Potri.018G032300,P. trichocarpa,AT5G11350,A. thaliana,one-to-one
Potri.018G032400,P. trichocarpa,AT5G11340,A. thaliana,many-to-one
Potri.018G032500,P. trichocarpa,AT5G11330,A. thaliana,one-to-one
Potri.018G032600,P. trichocarpa,AT2G25610,A. thaliana,many-to-many
Potri.018G032600,P. trichocarpa,AT4G32530,A. thaliana,many-to-many
Potri.018G032700,P. trichocarpa,AT4G29250,A. thaliana,one-to-one
Potri.018G032800,P. trichocarpa,AT5G33406,A. thaliana,many-to-one
Potri.018G033000,P. trichocarpa,AT2G25620,A. thaliana,many-to-one
Potri.018G033200,P. trichocarpa,AT5G11320,A. thaliana,many-to-one
Potri.018G033300,P. trichocarpa,AT4G32551,A. thaliana,many-to-one
Potri.018G033700,P. trichocarpa,AT4G32570,A. thaliana,many-to-one
Potri.018G034100,P. trichocarpa,AT5G11300,A. thaliana,many-to-many
Potri.018G034100,P. trichocarpa,AT5G25380,A. thaliana,many-to-many
Potri.018G034200,P. trichocarpa,AT5G25510,A. thaliana,many-to-one
Potri.018G034400,P. trichocarpa,AT4G32600,A. thaliana,many-to-one
Potri.018G034500,P. trichocarpa,AT5G11430,A. thaliana,many-to-many
Potri.018G034500,P. trichocarpa,AT5G25520,A. thaliana,many-to-many
Potri.018G034600,P. trichocarpa,AT5G25530,A. thaliana,many-to-one
Potri.018G034700,P. trichocarpa,AT2G25660,A. thaliana,one-to-one
Potri.018G034800,P. trichocarpa,AT2G25670,A. thaliana,many-to-many
Potri.018G034800,P. trichocarpa,AT4G32610,A. thaliana,many-to-many
Potri.018G034900,P. trichocarpa,AT4G32620,A. thaliana,many-to-one
Potri.018G035000,P. trichocarpa,AT4G32630,A. thaliana,many-to-one
Potri.018G035400,P. trichocarpa,AT5G11460,A. thaliana,many-to-one
Potri.018G035700,P. trichocarpa,AT5G25580,A. thaliana,many-to-one
Potri.018G035800,P. trichocarpa,AT4G32680,A. thaliana,many-to-one
Potri.018G035900,P. trichocarpa,AT2G20540,A. thaliana,one-to-one
Potri.018G036100,P. trichocarpa,AT1G06450,A. thaliana,many-to-one
Potri.018G036300,P. trichocarpa,AT2G25735,A. thaliana,many-to-one
Potri.018G036400,P. trichocarpa,AT5G25590,A. thaliana,many-to-one
Potri.018G036500,P. trichocarpa,AT5G11470,A. thaliana,many-to-one
Potri.018G036600,P. trichocarpa,AT4G32700,A. thaliana,one-to-one
Potri.018G036700,P. trichocarpa,AT5G25610,A. thaliana,many-to-one
Potri.018G036800,P. trichocarpa,AT5G25620,A. thaliana,many-to-one
Potri.018G036900,P. trichocarpa,AT1G15250,A. thaliana,many-to-many
Potri.018G036900,P. trichocarpa,AT1G52300,A. thaliana,many-to-many
Potri.018G036900,P. trichocarpa,AT3G16080,A. thaliana,many-to-many
Potri.018G037000,P. trichocarpa,AT5G11480,A. thaliana,many-to-one
Potri.018G037200,P. trichocarpa,AT5G25630,A. thaliana,one-to-one
Potri.018G037300,P. trichocarpa,AT5G25752,A. thaliana,one-to-one
Potri.018G037400,P. trichocarpa,AT2G25737,A. thaliana,many-to-one
Potri.018G037700,P. trichocarpa,AT1G56450,A. thaliana,many-to-one
Potri.018G037800,P. trichocarpa,AT5G11500,A. thaliana,many-to-one
Potri.018G037900,P. trichocarpa,AT4G32720,A. thaliana,many-to-one
Potri.018G038000,P. trichocarpa,AT4G32730,A. thaliana,many-to-one
Potri.018G038500,P. trichocarpa,AT5G25754,A. thaliana,many-to-many
Potri.018G038500,P. trichocarpa,AT5G25757,A. thaliana,many-to-many
Potri.018G038600,P. trichocarpa,AT4G32750,A. thaliana,many-to-one
Potri.018G038700,P. trichocarpa,AT1G06450,A. thaliana,many-to-one
Potri.018G038900,P. trichocarpa,AT4G11175,A. thaliana,many-to-one
Potri.018G039000,P. trichocarpa,AT5G57850,A. thaliana,one-to-one
Potri.018G039100,P. trichocarpa,AT4G32760,A. thaliana,many-to-one
Potri.018G039200,P. trichocarpa,AT5G25760,A. thaliana,many-to-one
Potri.018G039500,P. trichocarpa,AT5G11530,A. thaliana,many-to-one
Potri.018G039600,P. trichocarpa,AT5G11540,A. thaliana,one-to-one
Potri.018G039800,P. trichocarpa,AT5G11560,A. thaliana,many-to-one
Potri.018G040100,P. trichocarpa,AT1G08070,A. thaliana,one-to-one
Potri.018G040200,P. trichocarpa,AT4G32770,A. thaliana,one-to-one
Potri.018G042400,P. trichocarpa,AT2G20030,A. thaliana,many-to-many
Potri.018G042400,P. trichocarpa,AT4G28890,A. thaliana,many-to-many
Potri.018G043600,P. trichocarpa,AT3G46210,A. thaliana,one-to-one
Potri.018G043700,P. trichocarpa,AT5G25820,A. thaliana,many-to-one
Potri.018G043800,P. trichocarpa,AT5G11600,A. thaliana,many-to-one
Potri.018G043900,P. trichocarpa,AT5G11590,A. thaliana,many-to-one
Potri.018G044000,P. trichocarpa,AT2G07760,A. thaliana,many-to-many
Potri.018G044000,P. trichocarpa,AT5G28823,A. thaliana,many-to-many
Potri.018G044100,P. trichocarpa,AT4G32810,A. thaliana,many-to-one
Potri.018G044200,P. trichocarpa,AT2G25800,A. thaliana,many-to-one
Potri.018G044300,P. trichocarpa,AT4G32910,A. thaliana,one-to-one
Potri.018G044400,P. trichocarpa,AT5G11580,A. thaliana,one-to-one
Potri.018G044900,P. trichocarpa,AT5G25830,A. thaliana,many-to-one
Potri.018G045100,P. trichocarpa,AT4G32880,A. thaliana,many-to-one
Potri.018G045500,P. trichocarpa,AT2G25790,A. thaliana,many-to-one
Potri.018G045600,P. trichocarpa,AT5G25840,A. thaliana,one-to-one
Potri.018G045800,P. trichocarpa,AT5G11650,A. thaliana,many-to-one
Potri.018G046100,P. trichocarpa,AT2G25770,A. thaliana,one-to-one
Potri.018G046400,P. trichocarpa,AT2G25760,A. thaliana,many-to-one
Potri.018G046700,P. trichocarpa,AT2G25740,A. thaliana,many-to-one
Potri.018G046900,P. trichocarpa,AT3G43430,A. thaliana,many-to-many
Potri.018G046900,P. trichocarpa,AT5G20885,A. thaliana,many-to-many
Potri.018G047000,P. trichocarpa,AT2G26210,A. thaliana,many-to-one
Potri.018G047100,P. trichocarpa,AT5G20900,A. thaliana,many-to-one
Potri.018G047400,P. trichocarpa,AT1G74530,A. thaliana,one-to-one
Potri.018G047500,P. trichocarpa,AT3G43920,A. thaliana,one-to-one
Potri.018G047700,P. trichocarpa,AT2G26280,A. thaliana,many-to-one
Potri.018G047800,P. trichocarpa,AT5G21930,A. thaliana,one-to-one
Potri.018G048000,P. trichocarpa,AT2G26320,A. thaliana,one-to-one
Potri.018G048100,P. trichocarpa,AT5G21940,A. thaliana,many-to-one
Potri.018G048500,P. trichocarpa,AT2G26310,A. thaliana,many-to-one
Potri.018G048600,P. trichocarpa,AT2G26300,A. thaliana,many-to-one
Potri.018G048700,P. trichocarpa,AT4G33210,A. thaliana,many-to-one
Potri.018G049100,P. trichocarpa,AT2G31610,A. thaliana,many-to-many
Potri.018G049100,P. trichocarpa,AT3G53870,A. thaliana,many-to-many
Potri.018G049100,P. trichocarpa,AT5G35530,A. thaliana,many-to-many
Potri.018G049200,P. trichocarpa,AT5G35550,A. thaliana,many-to-one
Potri.018G049300,P. trichocarpa,AT1G26870,A. thaliana,many-to-one
Potri.018G049400,P. trichocarpa,AT4G15680,A. thaliana,many-to-many
Potri.018G049400,P. trichocarpa,AT5G18600,A. thaliana,many-to-many
Potri.018G049600,P. trichocarpa,AT5G35550,A. thaliana,many-to-one
Potri.018G049800,P. trichocarpa,AT5G57280,A. thaliana,many-to-one
Potri.018G049900,P. trichocarpa,AT1G54200,A. thaliana,many-to-many
Potri.018G049900,P. trichocarpa,AT3G13980,A. thaliana,many-to-many
Potri.018G050200,P. trichocarpa,AT5G26210,A. thaliana,many-to-one
Potri.018G050300,P. trichocarpa,AT1G72820,A. thaliana,many-to-one
Potri.018G050800,P. trichocarpa,AT4G29810,A. thaliana,many-to-one
Potri.018G050900,P. trichocarpa,AT4G26060,A. thaliana,many-to-many
Potri.018G050900,P. trichocarpa,AT5G57060,A. thaliana,many-to-many
Potri.018G051100,P. trichocarpa,AT5G35460,A. thaliana,many-to-one
Potri.018G051200,P. trichocarpa,AT2G26450,A. thaliana,many-to-many
Potri.018G051200,P. trichocarpa,AT4G33230,A. thaliana,many-to-many
Potri.018G051500,P. trichocarpa,AT5G07950,A. thaliana,one-to-one
Potri.018G051600,P. trichocarpa,AT1G74120,A. thaliana,one-to-one
Potri.018G052200,P. trichocarpa,AT1G55110,A. thaliana,many-to-many
Potri.018G052200,P. trichocarpa,AT3G13810,A. thaliana,many-to-many
Potri.018G052500,P. trichocarpa,AT5G11890,A. thaliana,many-to-one
Potri.018G052800,P. trichocarpa,AT5G33406,A. thaliana,many-to-one
Potri.018G052900,P. trichocarpa,AT5G11900,A. thaliana,many-to-one
Potri.018G053000,P. trichocarpa,AT2G26110,A. thaliana,many-to-one
Potri.018G053300,P. trichocarpa,AT1G10970,A. thaliana,one-to-many
Potri.018G053300,P. trichocarpa,AT1G60960,A. thaliana,one-to-many
Potri.018G053600,P. trichocarpa,AT4G26150,A. thaliana,many-to-many
Potri.018G053600,P. trichocarpa,AT5G56860,A. thaliana,many-to-many
Potri.018G053800,P. trichocarpa,AT5G11850,A. thaliana,many-to-one
Potri.018G053900,P. trichocarpa,AT2G26070,A. thaliana,many-to-one
Potri.018G054100,P. trichocarpa,AT5G11800,A. thaliana,many-to-one
Potri.018G054400,P. trichocarpa,AT2G26040,A. thaliana,many-to-one
Potri.018G054700,P. trichocarpa,AT4G32980,A. thaliana,many-to-one
Potri.018G054900,P. trichocarpa,AT5G11790,A. thaliana,many-to-one
Potri.018G055300,P. trichocarpa,AT2G25970,A. thaliana,many-to-one
Potri.018G055700,P. trichocarpa,AT2G19680,A. thaliana,many-to-many
Potri.018G055700,P. trichocarpa,AT4G26210,A. thaliana,many-to-many
Potri.018G055700,P. trichocarpa,AT4G29480,A. thaliana,many-to-many
Potri.018G056000,P. trichocarpa,AT5G11760,A. thaliana,many-to-one
Potri.018G056100,P. trichocarpa,AT2G25950,A. thaliana,one-to-one
Potri.018G056200,P. trichocarpa,AT5G57040,A. thaliana,one-to-one
Potri.018G056400,P. trichocarpa,AT2G19390,A. thaliana,many-to-many
Potri.018G056400,P. trichocarpa,AT4G29790,A. thaliana,many-to-many
Potri.018G056500,P. trichocarpa,AT2G06005,A. thaliana,many-to-one
Potri.018G056800,P. trichocarpa,AT2G06005,A. thaliana,many-to-one
Potri.018G057000,P. trichocarpa,AT1G51950,A. thaliana,many-to-one
Potri.018G057100,P. trichocarpa,AT5G25930,A. thaliana,many-to-one
Potri.018G057200,P. trichocarpa,AT2G25850,A. thaliana,many-to-many
Potri.018G057200,P. trichocarpa,AT4G32850,A. thaliana,many-to-many
Potri.018G057400,P. trichocarpa,AT5G33406,A. thaliana,many-to-one
Potri.018G057500,P. trichocarpa,AT2G25870,A. thaliana,one-to-one
Potri.018G057600,P. trichocarpa,AT2G19770,A. thaliana,many-to-many
Potri.018G057600,P. trichocarpa,AT4G29340,A. thaliana,many-to-many
Potri.018G057800,P. trichocarpa,AT2G25890,A. thaliana,many-to-one
Potri.018G057900,P. trichocarpa,AT4G32820,A. thaliana,one-to-one
Potri.018G058000,P. trichocarpa,AT3G05230,A. thaliana,many-to-many
Potri.018G058000,P. trichocarpa,AT5G27430,A. thaliana,many-to-many
Potri.018G058200,P. trichocarpa,AT4G32915,A. thaliana,one-to-one
Potri.018G058300,P. trichocarpa,AT5G11700,A. thaliana,many-to-one
Potri.018G058600,P. trichocarpa,AT2G19810,A. thaliana,many-to-many
Potri.018G058600,P. trichocarpa,AT4G29190,A. thaliana,many-to-many
Potri.018G058900,P. trichocarpa,AT2G25910,A. thaliana,many-to-one
Potri.018G059100,P. trichocarpa,AT5G11730,A. thaliana,many-to-many
Potri.018G059100,P. trichocarpa,AT5G25970,A. thaliana,many-to-many
Potri.018G059400,P. trichocarpa,AT2G25940,A. thaliana,many-to-many
Potri.018G059400,P. trichocarpa,AT4G32940,A. thaliana,many-to-many
Potri.018G059800,P. trichocarpa,AT5G26010,A. thaliana,many-to-one
Potri.018G060000,P. trichocarpa,AT4G33110,A. thaliana,one-to-many
Potri.018G060000,P. trichocarpa,AT4G33120,A. thaliana,one-to-many
Potri.018G060500,P. trichocarpa,AT5G11960,A. thaliana,many-to-one
Potri.018G061200,P. trichocarpa,AT2G13510,A. thaliana,many-to-many
Potri.018G061200,P. trichocarpa,AT3G31430,A. thaliana,many-to-many
Potri.018G061200,P. trichocarpa,AT3G42140,A. thaliana,many-to-many
Potri.018G061300,P. trichocarpa,AT1G54270,A. thaliana,many-to-one
Potri.018G061600,P. trichocarpa,AT5G12000,A. thaliana,many-to-many
Potri.018G061600,P. trichocarpa,AT5G26150,A. thaliana,many-to-many
Potri.018G061700,P. trichocarpa,AT4G33060,A. thaliana,one-to-one
Potri.018G061800,P. trichocarpa,AT4G32960,A. thaliana,one-to-one
Potri.018G061900,P. trichocarpa,AT2G26190,A. thaliana,many-to-many
Potri.018G061900,P. trichocarpa,AT4G33050,A. thaliana,many-to-many
Potri.018G062000,P. trichocarpa,AT2G26180,A. thaliana,many-to-one
Potri.018G062100,P. trichocarpa,AT2G26170,A. thaliana,many-to-one
Potri.018G062300,P. trichocarpa,AT5G39850,A. thaliana,many-to-one
Potri.018G062400,P. trichocarpa,AT5G20635,A. thaliana,many-to-one
Potri.018G062500,P. trichocarpa,AT1G19110,A. thaliana,one-to-one
Potri.018G062600,P. trichocarpa,AT1G23070,A. thaliana,one-to-one
Potri.018G062700,P. trichocarpa,AT1G19170,A. thaliana,many-to-one
Potri.018G062900,P. trichocarpa,AT1G74960,A. thaliana,many-to-one
Potri.018G063000,P. trichocarpa,AT1G19220,A. thaliana,many-to-one
Potri.018G063200,P. trichocarpa,AT5G20720,A. thaliana,many-to-one
Potri.018G063300,P. trichocarpa,AT3G26060,A. thaliana,many-to-one
Potri.018G063400,P. trichocarpa,AT3G43120,A. thaliana,many-to-many
Potri.018G063400,P. trichocarpa,AT5G20810,A. thaliana,many-to-many
Potri.018G063500,P. trichocarpa,AT3G43190,A. thaliana,many-to-many
Potri.018G063500,P. trichocarpa,AT5G20830,A. thaliana,many-to-many
Potri.018G063600,P. trichocarpa,AT4G33250,A. thaliana,many-to-one
Potri.018G063700,P. trichocarpa,AT3G43220,A. thaliana,many-to-many
Potri.018G063700,P. trichocarpa,AT5G20840,A. thaliana,many-to-many
Potri.018G064100,P. trichocarpa,AT2G26460,A. thaliana,one-to-one
Potri.018G064200,P. trichocarpa,AT3G43230,A. thaliana,many-to-one
Potri.018G064400,P. trichocarpa,AT3G53690,A. thaliana,one-to-one
Potri.018G064500,P. trichocarpa,AT3G43240,A. thaliana,many-to-one
Potri.018G064700,P. trichocarpa,AT1G17590,A. thaliana,many-to-many
Potri.018G064700,P. trichocarpa,AT1G72830,A. thaliana,many-to-many
Potri.018G064800,P. trichocarpa,AT5G20520,A. thaliana,many-to-one
Potri.018G064900,P. trichocarpa,AT5G20540,A. thaliana,many-to-one
Potri.018G065100,P. trichocarpa,AT2G06530,A. thaliana,one-to-one
Potri.018G065200,P. trichocarpa,AT2G06520,A. thaliana,many-to-one
Potri.018G065300,P. trichocarpa,AT2G06510,A. thaliana,one-to-one
Potri.018G065400,P. trichocarpa,AT3G13960,A. thaliana,many-to-one
Potri.018G065600,P. trichocarpa,AT2G06050,A. thaliana,many-to-one
Potri.018G065700,P. trichocarpa,AT3G42725,A. thaliana,one-to-one
Potri.018G065800,P. trichocarpa,AT2G06010,A. thaliana,many-to-one
Potri.018G065900,P. trichocarpa,AT1G72710,A. thaliana,many-to-one
Potri.018G066000,P. trichocarpa,AT2G13450,A. thaliana,many-to-many
Potri.018G066000,P. trichocarpa,AT2G16676,A. thaliana,many-to-many
Potri.018G066000,P. trichocarpa,AT2G17920,A. thaliana,many-to-many
Potri.018G066000,P. trichocarpa,AT2G41590,A. thaliana,many-to-many
Potri.018G066000,P. trichocarpa,AT3G47920,A. thaliana,many-to-many
Potri.018G066000,P. trichocarpa,AT4G02000,A. thaliana,many-to-many
Potri.018G066000,P. trichocarpa,AT5G18636,A. thaliana,many-to-many
Potri.018G066000,P. trichocarpa,AT5G25200,A. thaliana,many-to-many
Potri.018G066100,P. trichocarpa,AT2G19450,A. thaliana,many-to-one
Potri.018G066200,P. trichocarpa,AT5G57020,A. thaliana,many-to-one
Potri.018G066300,P. trichocarpa,AT1G17520,A. thaliana,many-to-many
Potri.018G066300,P. trichocarpa,AT1G72740,A. thaliana,many-to-many
Potri.018G066400,P. trichocarpa,AT2G19570,A. thaliana,many-to-one
Potri.018G066500,P. trichocarpa,AT4G26160,A. thaliana,many-to-one
Potri.018G066600,P. trichocarpa,AT4G29680,A. thaliana,many-to-one
Potri.018G066700,P. trichocarpa,AT5G20120,A. thaliana,one-to-one
Potri.018G066900,P. trichocarpa,AT2G26695,A. thaliana,many-to-one
Potri.018G067000,P. trichocarpa,AT4G26200,A. thaliana,many-to-one
Potri.018G067200,P. trichocarpa,AT2G19670,A. thaliana,many-to-many
Potri.018G067200,P. trichocarpa,AT4G29510,A. thaliana,many-to-many
Potri.018G067300,P. trichocarpa,AT4G29520,A. thaliana,one-to-one
Potri.018G067700,P. trichocarpa,AT5G56750,A. thaliana,one-to-one
Potri.018G067800,P. trichocarpa,AT2G19480,A. thaliana,many-to-one
Potri.018G067900,P. trichocarpa,AT2G19490,A. thaliana,many-to-one
Potri.018G068000,P. trichocarpa,AT1G29840,A. thaliana,many-to-many
Potri.018G068000,P. trichocarpa,AT2G19550,A. thaliana,many-to-many
Potri.018G068000,P. trichocarpa,AT3G47560,A. thaliana,many-to-many
Potri.018G068000,P. trichocarpa,AT3G47590,A. thaliana,many-to-many
Potri.018G068100,P. trichocarpa,AT5G56890,A. thaliana,many-to-one
Potri.018G068200,P. trichocarpa,AT2G19520,A. thaliana,many-to-one
Potri.018G068300,P. trichocarpa,AT3G47650,A. thaliana,one-to-one
Potri.018G068400,P. trichocarpa,AT5G19730,A. thaliana,one-to-one
Potri.018G068500,P. trichocarpa,AT5G56580,A. thaliana,one-to-one
Potri.018G068600,P. trichocarpa,AT5G56590,A. thaliana,one-to-one
Potri.018G068700,P. trichocarpa,AT4G29230,A. thaliana,many-to-one
Potri.018G069000,P. trichocarpa,AT2G07760,A. thaliana,many-to-many
Potri.018G069000,P. trichocarpa,AT5G28823,A. thaliana,many-to-many
Potri.018G069200,P. trichocarpa,AT4G26270,A. thaliana,many-to-many
Potri.018G069200,P. trichocarpa,AT5G56630,A. thaliana,many-to-many
Potri.018G069700,P. trichocarpa,AT2G19800,A. thaliana,one-to-one
Potri.018G069800,P. trichocarpa,AT4G29170,A. thaliana,one-to-one
Potri.018G070000,P. trichocarpa,AT1G70980,A. thaliana,many-to-many
Potri.018G070000,P. trichocarpa,AT5G56680,A. thaliana,many-to-many
Potri.018G070100,P. trichocarpa,AT2G19740,A. thaliana,many-to-many
Potri.018G070100,P. trichocarpa,AT4G26230,A. thaliana,many-to-many
Potri.018G070100,P. trichocarpa,AT5G56710,A. thaliana,many-to-many
Potri.018G070200,P. trichocarpa,AT1G72550,A. thaliana,many-to-one
Potri.018G070300,P. trichocarpa,AT4G26220,A. thaliana,one-to-one
Potri.018G070400,P. trichocarpa,AT5G20070,A. thaliana,many-to-one
Potri.018G070500,P. trichocarpa,AT3G25910,A. thaliana,many-to-one
Potri.018G070700,P. trichocarpa,AT5G20060,A. thaliana,one-to-one
Potri.018G070800,P. trichocarpa,AT5G20050,A. thaliana,one-to-one
Potri.018G070900,P. trichocarpa,AT2G26710,A. thaliana,many-to-one
Potri.018G071200,P. trichocarpa,AT1G04870,A. thaliana,one-to-one
Potri.018G071400,P. trichocarpa,AT2G26650,A. thaliana,many-to-one
Potri.018G071500,P. trichocarpa,AT1G11020,A. thaliana,many-to-one
Potri.018G071600,P. trichocarpa,AT5G20140,A. thaliana,one-to-one
Potri.018G071700,P. trichocarpa,AT5G19980,A. thaliana,many-to-one
Potri.018G071900,P. trichocarpa,AT5G19970,A. thaliana,many-to-one
Potri.018G072000,P. trichocarpa,AT3G24450,A. thaliana,many-to-one
Potri.018G072200,P. trichocarpa,AT3G56120,A. thaliana,one-to-one
Potri.018G072300,P. trichocarpa,AT3G24330,A. thaliana,many-to-one
Potri.018G072400,P. trichocarpa,AT3G24350,A. thaliana,many-to-one
Potri.018G072500,P. trichocarpa,AT4G13370,A. thaliana,one-to-one
